	NRxnMetInHMR2	NRxnMetInList	
4alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol[c]	2.0000	0.0000	
4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[c]	2.0000	2.0000	
4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[c]	2.0000	2.0000	
4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[c]	2.0000	2.0000	
4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol[c]	2.0000	0.0000	
4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol[c]	2.0000	2.0000	
4alpha-hydroxytetrahydrobiopterin[c]	7.0000	2.0000	
4alpha-hydroxytetrahydrobiopterin[n]	3.0000	2.0000	
4alpha-methyl-5alpha-cholesta-8-en-3-one[c]	2.0000	2.0000	
4alpha-methyl-cholesta-8-enol[c]	2.0000	2.0000	
4alpha-methylzymosterol[c]	2.0000	1.0000	
4-aminobutanal[c]	4.0000	0.0000	
4-aminobutanal[m]	3.0000	0.0000	
4-aminobutanal[s]	2.0000	0.0000	
4-aminobutyrate[c]	11.0000	1.0000	
4-aminobutyrate[l]	1.0000	0.0000	
4-aminobutyrate[m]	4.0000	0.0000	
4-aminobutyrate[s]	6.0000	1.0000	
4-androstene-3,17-dione[c]	5.0000	0.0000	
4-androstene-3,17-dione[r]	8.0000	1.0000	
4-bromo-3,5-cyclohexadiene-1,2-dione[c]	2.0000	0.0000	
4-bromocatechol[c]	3.0000	0.0000	
4-bromophenol[c]	2.0000	0.0000	
4-bromophenol-2,3-epoxide[c]	2.0000	0.0000	
4-cholesten-7alpha,12alpha,24(S)-triol-3-one[c]	2.0000	0.0000	
4-cholesten-7alpha,12alpha,27-triol-3-one[c]	2.0000	0.0000	
4-cholesten-7alpha,24(S)-diol-3-one[c]	3.0000	0.0000	
4-cholesten-7alpha,27-diol-3-one[c]	3.0000	0.0000	
4-cis-decenoyl-CoA[m]	2.0000	2.0000	
4-cis-decenoyl-CoA[p]	2.0000	0.0000	
4-coumarate[c]	3.0000	0.0000	
4-coumaroyl-CoA[c]	2.0000	0.0000	
4-hydroperoxy-2-nonenal[c]	2.0000	0.0000	
4-hydroperoxy-H4-neuroprostane[c]	3.0000	0.0000	
4-hydroxy-1-(3-pyridinyl)-1-butanone[c]	2.0000	0.0000	
4-hydroxy-17beta-estradiol[c]	6.0000	2.0000	
4-hydroxy-17beta-estradiol[l]	2.0000	1.0000	
4-hydroxy-17beta-estradiol[r]	2.0000	0.0000	
4-hydroxy-17beta-estradiol[s]	2.0000	0.0000	
4-hydroxy-17beta-estradiol-2-S-glutathione[c]	2.0000	1.0000	
4-hydroxy-17beta-estradiol-2-S-glutathione[m]	2.0000	1.0000	
4-hydroxy-17beta-estradiol-2-S-glutathione[p]	2.0000	1.0000	
4-hydroxy-17beta-estradiol-2-S-glutathione[r]	2.0000	1.0000	
4-hydroxy-2-nonenal[c]	2.0000	0.0000	
4-hydroxy-2-oxoglutarate[m]	3.0000	2.0000	
4-hydroxy-2-quinolinecarboxylic acid[c]	2.0000	1.0000	
4-hydroxy-3-nitrophenylacetate[c]	1.0000	0.0000	
4-hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone[c]	2.0000	0.0000	
4-hydroxy-all-trans-retinoate[c]	3.0000	0.0000	
4-hydroxy-all-trans-retinoate[r]	3.0000	0.0000	
4-hydroxy-all-trans-retinyl-acetate[c]	1.0000	0.0000	
4-hydroxy-all-trans-retinyl-acetate[r]	1.0000	0.0000	
4-hydroxybenzoate[c]	2.0000	0.0000	
4-hydroxybenzoate[m]	2.0000	0.0000	
4-hydroxybenzoyl-CoA[c]	2.0000	0.0000	
4-hydroxy-D4-neuroprostane[c]	1.0000	0.0000	
4-hydroxy-debrisoquine[c]	2.0000	0.0000	
4-hydroxy-debrisoquine[s]	2.0000	0.0000	
4-hydroxy-E4-neuroprostane[c]	1.0000	0.0000	
4-hydroxyestrone[c]	3.0000	2.0000	
4-hydroxyestrone[l]	2.0000	0.0000	
4-hydroxyestrone[r]	2.0000	1.0000	
4-hydroxyestrone-2-S-glutathione[c]	2.0000	1.0000	
4-hydroxyestrone-2-S-glutathione[m]	2.0000	1.0000	
4-hydroxyestrone-2-S-glutathione[p]	2.0000	1.0000	
4-hydroxyestrone-2-S-glutathione[r]	2.0000	1.0000	
4-hydroxyphenylacetaldehyde[c]	3.0000	0.0000	
4-hydroxyphenylacetate[c]	4.0000	0.0000	
4-hydroxyphenylacetate[s]	2.0000	0.0000	
4-hydroxyphenyllactate[c]	2.0000	0.0000	
4-hydroxyphenylpyruvate[c]	6.0000	1.0000	
4-hydroxyphenylpyruvate[m]	2.0000	0.0000	
4-hydroxyretinoic acid[c]	2.0000	0.0000	
4-hydroxyretinoic acid[s]	2.0000	0.0000	
4-hydroxy-tolbutamide[c]	2.0000	0.0000	
4-hydroxy-tolbutamide[s]	2.0000	0.0000	
4-hydroxyvitamin A1[c]	2.0000	0.0000	
4-hydroxyvitamin A1[r]	2.0000	0.0000	
4-imidazolone-5-propanoate[c]	2.0000	0.0000	
4-maleylacetoacetate[c]	2.0000	0.0000	
4-methoxy-17beta-estradiol[c]	2.0000	1.0000	
4-methoxyestrone[c]	2.0000	1.0000	
4-methyl-2-oxopentanoate[c]	4.0000	0.0000	
4-methyl-2-oxopentanoate[m]	4.0000	0.0000	
4-methylpentan-1-ol[c]	1.0000	0.0000	
4-methyl-pentanoyl-CoA[m]	2.0000	0.0000	
4-methylthio-2-oxobutanoic acid[c]	4.0000	0.0000	
4-methyl-trans-2-pentenoyl-CoA[m]	2.0000	0.0000	
4-N-(n-acetyl-D-glucosaminyl)-protein[c]	1.0000	0.0000	
4-nitrocatechol[c]	2.0000	0.0000	
4-nitrocatechol[s]	2.0000	0.0000	
4-nitrophenyl-phosphate[s]	2.0000	1.0000	
4-nitrophenyl-sulfate[c]	2.0000	1.0000	
4-nitrophenyl-sulfate[s]	2.0000	0.0000	
4-OH-13-cis-retinal[c]	2.0000	0.0000	
4-OH-13-cis-retinal[r]	2.0000	0.0000	
4-OH-9-cis-retinal[c]	2.0000	0.0000	
4-OH-9-cis-retinal[r]	2.0000	0.0000	
4-OH-retinal[c]	2.0000	0.0000	
4-OH-retinal[r]	2.0000	0.0000	
4-oxo-1-(3-pyridyl)-1-butanone[c]	2.0000	0.0000	
4-oxo-13-cis-retinoate[c]	3.0000	0.0000	
4-oxo-13-cis-retinoate[r]	2.0000	0.0000	
4-oxo-2-nonenal[c]	2.0000	0.0000	
4-oxo-9-cis-retinal[c]	2.0000	0.0000	
4-oxo-9-cis-retinal[r]	2.0000	0.0000	
4-oxo-9-cis-retinoate[c]	3.0000	0.0000	
4-oxo-9-cis-retinoate[r]	2.0000	0.0000	
4-oxo-9-cis-retinoyl-beta-glucuronide[c]	2.0000	0.0000	
4-oxo-9-cis-retinoyl-beta-glucuronide[r]	2.0000	0.0000	
4-oxo-all-trans-retinoate[c]	2.0000	0.0000	
4-oxo-all-trans-retinoate[r]	2.0000	0.0000	
4-oxoretinol[c]	2.0000	0.0000	
4-pyridoxate[c]	2.0000	0.0000	
4-pyridoxate[s]	2.0000	0.0000	
4-trimethylammoniobutanal[c]	2.0000	0.0000	
5-(3-pyridyl)-2-hydroxytetrahydrofuran[c]	2.0000	0.0000	
5-(D-galactosyloxy)-L-lysine-procollagen[c]	2.0000	0.0000	
5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA[m]	2.0000	0.0000	
5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA[p]	2.0000	0.0000	
5(S),6(S)-epoxy-15(R)-HEPE[c]	3.0000	0.0000	
5(S),6(S)-epoxy-15(R)-HEPE[n]	2.0000	0.0000	
5(S),6(S)-epoxy-15(R)-HEPE[p]	3.0000	0.0000	
5(S),6(S)-epoxy-15(R)-HEPE[r]	3.0000	0.0000	
5(S)-HEPE[c]	2.0000	1.0000	
5(S)-HEPE[p]	2.0000	1.0000	
5(S)-HETE[c]	6.0000	1.0000	
5(S)-HETE[m]	2.0000	0.0000	
5(S)-HETE[r]	2.0000	0.0000	
5(S)-HpEPE[c]	3.0000	0.0000	
5(S)-HpEPE[n]	2.0000	0.0000	
5(S)-HPETE[c]	4.0000	0.0000	
5(S)-HPETE[m]	2.0000	0.0000	
5-(S-L-cysteinyl)-dopaquinone[c]	3.0000	0.0000	
5,10-methenyl-THF[c]	5.0000	3.0000	
5,10-methenyl-THF[m]	5.0000	3.0000	
5,10-methylene-THF[c]	9.0000	6.0000	
5,10-methylene-THF[m]	8.0000	3.0000	
5,12,18R-TriHEPE[c]	2.0000	0.0000	
5,12,20-TriHETE[c]	2.0000	0.0000	
5,12-DiHETE[c]	2.0000	1.0000	
5,12-dihydroxy-(6E)-LTB5[c]	2.0000	0.0000	
5,15-DiHETE[c]	2.0000	0.0000	
5,6-DHET[c]	2.0000	1.0000	
5,6-Dihydrouracil[c]	3.0000	0.0000	
5,6-dihydroxyindole-2-carboxylate[c]	3.0000	0.0000	
5,6-EET[c]	3.0000	1.0000	
5,6-EET[r]	2.0000	0.0000	
5,6-epoxy-(8Z)-tetradecenoic acid[c]	2.0000	1.0000	
5,6-epoxy,(18R)-HEPE[c]	3.0000	0.0000	
5,6-epoxy-13-cis-retinoate[c]	2.0000	0.0000	
5,6-epoxy-13-cis-retinoate[r]	2.0000	0.0000	
5,6-epoxytetraene[c]	4.0000	2.0000	
5,6-epoxytetraene[n]	4.0000	2.0000	
5,6-epoxytetraene[p]	3.0000	2.0000	
5,6-epoxytetraene[r]	3.0000	2.0000	
5,6-indolequinone-2-carboxylate[c]	2.0000	0.0000	
5,8-epoxy-13-cis-retinoate[c]	2.0000	0.0000	
5,9,11-trihydroxyprosta-(6E,14Z)-dien-1-oate[c]	2.0000	0.0000	
5,9-cyclo-6,8,12-trihydroxy-(10E,14Z)-eicosadienoic acid[c]	2.0000	0.0000	
5,9-cyclo-6,8-cycloperoxy-12-hydroperoxy-(10E,14Z)-eicosadienoate[c]	2.0000	0.0000	
5alpha-androstane-3,17-dione[c]	3.0000	0.0000	
5alpha-androstane-3,17-dione[r]	5.0000	1.0000	
5alpha-androstane-3alpha,17beta-diol[c]	1.0000	0.0000	
5alpha-cholesta-7,24-dien-3beta-ol[c]	3.0000	0.0000	
5alpha-cholesta-8,24-dien-3-one[c]	2.0000	0.0000	
5alpha-cholesta-8-en-3-one[c]	2.0000	2.0000	
5-alpha-dihydrotestosterone[c]	7.0000	1.0000	
5-alpha-dihydrotestosterone[r]	4.0000	0.0000	
5-alpha-dihydrotestosterone[s]	2.0000	0.0000	
5alpha-dihydrotestosterone-glucuronide[c]	2.0000	0.0000	
5alpha-dihydrotestosterone-glucuronide[r]	2.0000	0.0000	
5alpha-dihydrotestosterone-glucuronide[s]	2.0000	0.0000	
5alpha-dihydrotestosterone-sulfate[c]	3.0000	1.0000	
5alpha-dihydrotestosterone-sulfate[s]	2.0000	0.0000	
5alpha-pregnane-3,20-dione[c]	3.0000	0.0000	
5-amino-2-oxopentanoic acid[p]	2.0000	0.0000	
5-aminolevulinate[c]	2.0000	1.0000	
5-aminolevulinate[m]	3.0000	0.0000	
5-androstene-3,17-dione[c]	2.0000	0.0000	
5-androstene-3,17-dione[r]	2.0000	0.0000	
5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol[m]	2.0000	0.0000	
5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol[c]	2.0000	0.0000	
5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol[m]	2.0000	0.0000	
5beta-cholestan-3alpha,7alpha,12alpha-triol[c]	5.0000	0.0000	
5beta-cholestan-3alpha,7alpha,12alpha-triol[m]	3.0000	0.0000	
5beta-cholestan-3alpha,7alpha,12alpha-triol[r]	2.0000	0.0000	
5beta-cholestan-3alpha,7alpha,24(S),27-tetrol[m]	2.0000	0.0000	
5beta-cholestan-3alpha,7alpha,24(S)-triol[c]	2.0000	0.0000	
5beta-cholestan-3alpha,7alpha,24(S)-triol[m]	2.0000	0.0000	
5beta-cholestan-7alpha,12alpha,24(S)-triol-3-one[c]	2.0000	0.0000	
5beta-cholestan-7alpha,12alpha,27-triol-3-one[c]	2.0000	0.0000	
5beta-cholestan-7alpha,24(S)-diol-3-one[c]	2.0000	0.0000	
5beta-cholestan-7alpha,27-diol-3-one[c]	2.0000	0.0000	
5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol[r]	1.0000	0.0000	
5beta-cholestane-3alpha,7alpha,12alpha,24r,25-pentol[r]	1.0000	0.0000	
5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol[r]	2.0000	1.0000	
5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol[r]	1.0000	0.0000	
5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol[r]	5.0000	0.0000	
5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[c]	4.0000	0.0000	
5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[m]	4.0000	0.0000	
5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol[c]	1.0000	0.0000	
5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol[m]	2.0000	0.0000	
5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol[c]	2.0000	0.0000	
5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol[m]	3.0000	0.0000	
5beta-cholestane-3alpha,7alpha,26-triol[c]	4.0000	1.0000	
5beta-cholestane-3alpha,7alpha,26-triol[m]	3.0000	0.0000	
5beta-cholestane-3alpha,7alpha,27-triol[m]	2.0000	0.0000	
5beta-cholestane-3alpha,7alpha-diol[c]	4.0000	0.0000	
5beta-cholestane-3alpha,7alpha-diol[m]	3.0000	0.0000	
5-carboxy-alpha-chromanol[m]	3.0000	0.0000	
5-carboxy-gamma-chromanol[c]	1.0000	0.0000	
5-carboxy-gamma-chromanol[m]	4.0000	0.0000	
5-deoxyadenosine[c]	3.0000	0.0000	
5-deoxyadenosine[s]	2.0000	0.0000	
5-formiminotetrahydrofolate[c]	2.0000	0.0000	
5-formyl-THF[c]	3.0000	1.0000	
5-formyl-THF[m]	2.0000	0.0000	
5-formyl-THF[s]	2.0000	1.0000	
5-guanidino-2-oxopentanoate[p]	2.0000	0.0000	
5-hydroxyindoleacetaldehyde[c]	4.0000	0.0000	
5-hydroxyindoleacetate[c]	3.0000	0.0000	
5-hydroxyisourate[c]	2.0000	0.0000	
5-hydroxykynurenamine[c]	2.0000	0.0000	
5-hydroxykynurenine[c]	2.0000	0.0000	
5-hydroxy-L-tryptophan[c]	4.0000	0.0000	
5-hydroxy-L-tryptophan[s]	2.0000	0.0000	
5-hydroxy-N-formylkynurenine[c]	2.0000	0.0000	
5-hydroxy-omeprazole[c]	2.0000	0.0000	
5-hydroxy-omeprazole[s]	2.0000	0.0000	
5-hydroxytryptophol[c]	2.0000	0.0000	
5-L-gamma-glutamyl[s]	2.0000	0.0000	
5-methoxyindoleacetate[c]	2.0000	0.0000	
5-methoxytryptophol[c]	1.0000	0.0000	
5-methyltetrahydropteroyltri-L-glutamate[c]	1.0000	0.0000	
5-methyl-THF[c]	7.0000	4.0000	
5-methyl-THF[s]	3.0000	1.0000	
5-methylthioadenosine[c]	3.0000	2.0000	
5-nitro-gamma-tocopherol[c]	2.0000	0.0000	
5-oxo-(6E)-12-epi-LTB4[c]	6.0000	1.0000	
5-oxo-(6E)-12-epi-LTB4[m]	3.0000	1.0000	
5-oxo-(6E)-12-epi-LTB4[p]	3.0000	1.0000	
5-oxo-(6E)-12-epi-LTB4[r]	2.0000	0.0000	
5-oxo-12(R)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA[m]	2.0000	0.0000	
5-oxo-12(R)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA[p]	2.0000	0.0000	
5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[c]	2.0000	1.0000	
5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[m]	2.0000	1.0000	
5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[p]	2.0000	1.0000	
5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[r]	2.0000	1.0000	
5-oxo-12(S)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA[m]	2.0000	0.0000	
5-oxo-12(S)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA[p]	2.0000	0.0000	
5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[c]	2.0000	1.0000	
5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[m]	2.0000	1.0000	
5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[p]	2.0000	1.0000	
5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[r]	2.0000	1.0000	
5-oxo-12-HETE[c]	4.0000	1.0000	
5-oxo-6-trans-LTB4[c]	6.0000	1.0000	
5-oxo-6-trans-LTB4[m]	3.0000	1.0000	
5-oxo-6-trans-LTB4[p]	3.0000	1.0000	
5-oxo-6-trans-LTB4[r]	2.0000	0.0000	
5-oxo-EPE[c]	2.0000	1.0000	
5-oxo-EPE[p]	2.0000	1.0000	
5-oxo-ETE[c]	2.0000	1.0000	
5-oxoproline[c]	6.0000	2.0000	
5-oxoprolyl-peptide[c]	1.0000	0.0000	
5-phosphopolynucleotide[c]	1.0000	0.0000	
5-phosphoribosyl-4-carboxy-5-aminoimidazole[c]	2.0000	2.0000	
5-phosphoribosylamine[c]	2.0000	2.0000	
5-phosphoribosylformylglycinamidine[c]	2.0000	2.0000	
5-pp-inspP5[c]	4.0000	3.0000	
5-pp-inspP5[n]	2.0000	0.0000	
5-S-cysteinyldopa[c]	3.0000	0.0000	
5-S-glutathionyl-adrenochrome hydroquinone[c]	1.0000	0.0000	
5-S-glutathionyl-aminochrome reduced[c]	2.0000	1.0000	
5-S-glutathionyl-dopachrome hydroquinone[c]	1.0000	0.0000	
5-S-glutathionyl-dopamine[c]	1.0000	0.0000	
5-S-glutathionyl-L-dopa[c]	1.0000	0.0000	
5-S-glutathionyl-noradrenochrome hydroquinone[c]	1.0000	0.0000	
5-tetradecenoyl-CoA[c]	14.0000	5.0000	
5-tetradecenoyl-CoA[m]	3.0000	3.0000	
5-tetradecenoyl-CoA[p]	2.0000	2.0000	
5-tetradecenoyl-CoA[r]	3.0000	1.0000	
6-(alpha-D-glucosaminyl)-1D-myo-inositol[r]	1.0000	0.0000	
6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol[c]	2.0000	0.0000	
6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol[r]	3.0000	0.0000	
6(R)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate[m]	2.0000	1.0000	
6(R)-hydroxy-tetradeca-(2E,8Z)-dienoate[m]	2.0000	1.0000	
6(R)-hydroxy-tetradeca-(4E,8Z)-dienoate[m]	2.0000	0.0000	
6(S)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate[m]	2.0000	1.0000	
6(S)-hydroxy-tetradeca-(2E,8Z)-dienoate[m]	2.0000	1.0000	
6(S)-hydroxy-tetradeca-(4E,8Z)-dienoate[m]	2.0000	1.0000	
6,7-dihydro-12-epi-LTB4[c]	2.0000	0.0000	
6,7-dihydro-12-epi-LTB4[m]	2.0000	0.0000	
6,7-dihydro-12-epi-LTB4[p]	2.0000	0.0000	
6,7-dihydro-5-oxo-12-epi-LTB4[c]	3.0000	1.0000	
6,7-dihydro-5-oxo-12-epi-LTB4[m]	3.0000	1.0000	
6,7-dihydro-5-oxo-12-epi-LTB4[p]	3.0000	1.0000	
6,7-dihydro-5-oxo-12-epi-LTB4[r]	2.0000	1.0000	
6,7-dihydro-5-oxo-LTB4[c]	3.0000	1.0000	
6,7-dihydro-5-oxo-LTB4[m]	3.0000	1.0000	
6,7-dihydro-5-oxo-LTB4[p]	3.0000	1.0000	
6,7-dihydro-5-oxo-LTB4[r]	3.0000	1.0000	
6,7-dihydro-LTB4[c]	2.0000	0.0000	
6,7-dihydro-LTB4[m]	2.0000	0.0000	
6,7-dihydro-LTB4[p]	2.0000	0.0000	
6,7-dihydro-LTB4[r]	2.0000	0.0000	
6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline[c]	1.0000	0.0000	
6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[c]	4.0000	0.0000	
6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[n]	3.0000	0.0000	
6-[2,3-dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione[c]	3.0000	0.0000	
6-amino-2-oxohexanoate[p]	2.0000	0.0000	
6beta-hydroxytestosterone[c]	2.0000	0.0000	
6beta-hydroxytestosterone[r]	2.0000	0.0000	
6beta-hydroxytestosterone[s]	2.0000	0.0000	
6-deoxy-L-galactose[c]	3.0000	1.0000	
6-deoxy-L-galactose[l]	3.0000	0.0000	
6-deoxy-L-galactose[s]	3.0000	2.0000	
6-hydroxy-1,2,3,4-tetrahydro-beta-carboline[c]	1.0000	0.0000	
6-hydroxymelatonin[c]	3.0000	0.0000	
6-hydroxymelatonin-sulfate[c]	1.0000	0.0000	
6-hydroxypaclitaxel[c]	2.0000	0.0000	
6-hydroxypaclitaxel[s]	2.0000	0.0000	
6-lactoyl-5,6,7,8-tetrahydropterin[c]	2.0000	2.0000	
6-methoxy-3-methyl-2-all-trans-decaprenyl-1,4-benzoquinol[m]	2.0000	0.0000	
6-methylmercaptopurine[c]	1.0000	0.0000	
6-oxo-prostaglandin E1[c]	2.0000	0.0000	
6-oxo-prostaglandin F1alpha[c]	3.0000	0.0000	
6-oxo-prostaglandin F1alpha[r]	2.0000	0.0000	
6-phospho-D-gluconate[c]	4.0000	2.0000	
6-phospho-D-gluconate[r]	3.0000	0.0000	
6-pyruvoyltetrahydropterin[c]	3.0000	2.0000	
6-pyruvoyltetrahydropterin[n]	3.0000	0.0000	
6-trans-12-epi-LTB4[c]	2.0000	1.0000	
6-trans-12-epi-LTB4[m]	2.0000	1.0000	
6-trans-12-epi-LTB4[p]	2.0000	1.0000	
6-trans-LTB4[c]	2.0000	1.0000	
6-trans-LTB4[m]	2.0000	1.0000	
6-trans-LTB4[p]	2.0000	1.0000	
7,12-dimethylbenz[a]anthracene 5,6-oxide[c]	2.0000	0.0000	
7,12-dimethylbenz[a]anthracene[c]	4.0000	0.0000	
7,12-dimethylbenz[a]anthracene[s]	2.0000	0.0000	
7,8-dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene[c]	2.0000	0.0000	
7,8-epoxy-(4Z,10Z)-hexadecadienoic acid[c]	2.0000	2.0000	
7alpha,12alpha-dihydroxy-5beta-cholestan-3-one[c]	3.0000	0.0000	
7alpha,12alpha-dihydroxycholest-4-en-3-one[c]	3.0000	0.0000	
7alpha,12alpha-dihydroxycholest-4-en-3-one[r]	4.0000	0.0000	
7alpha,25-dihydroxy-4-cholesten-3-one[r]	2.0000	0.0000	
7alpha-hydroxy-3-oxo-4-cholestenoic acid[m]	2.0000	0.0000	
7alpha-hydroxy-5beta-cholestan-3-one[c]	3.0000	0.0000	
7alpha-hydroxycholest-4-en-3-one[c]	2.0000	0.0000	
7alpha-hydroxycholest-4-en-3-one[r]	7.0000	0.0000	
7alpha-hydroxycholesterol[r]	3.0000	0.0000	
7alpha-hydroxypregnenolone[c]	1.0000	0.0000	
7-carboxy-alpha-chromanol[m]	2.0000	0.0000	
7-carboxy-alpha-tocotrienol[m]	2.0000	0.0000	
7-carboxy-gamma-chromanol[m]	2.0000	0.0000	
7-carboxy-gamma-tocotrienol[m]	2.0000	0.0000	
7-dehydrodesmosterol[c]	2.0000	0.0000	
7-HETE[c]	2.0000	0.0000	
7-hexadecenoyl-CoA[c]	14.0000	5.0000	
7-hexadecenoyl-CoA[m]	3.0000	3.0000	
7-hexadecenoyl-CoA[p]	2.0000	2.0000	
7-hexadecenoyl-CoA[r]	3.0000	1.0000	
7-hydroperoxy-H4-neuroprostane[c]	3.0000	0.0000	
7-hydroxy-D4-neuroprostane[c]	1.0000	0.0000	
7-hydroxy-E4-neuroprostane[c]	1.0000	0.0000	
7-hydroxymethyl-12-methylbenz[a]anthracene sulfate[c]	2.0000	0.0000	
7-hydroxymethyl-12-methylbenz[a]anthracene[c]	2.0000	0.0000	
7-palmitoleic acid[c]	13.0000	4.0000	
7-palmitoleic acid[l]	2.0000	0.0000	
7-palmitoleic acid[r]	3.0000	1.0000	
7-palmitoleic acid[s]	5.0000	2.0000	
7-peroxy-docosahexaenoate[c]	2.0000	0.0000	
8(R)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate[m]	2.0000	0.0000	
8(R)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate[m]	2.0000	0.0000	
8(R)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate[m]	2.0000	0.0000	
8(S)-HETE[c]	2.0000	0.0000	
8(S)-HPETE[c]	2.0000	0.0000	
8(S)-hydroxy-hexadeca-(2E,4E,6E,10Z)-tetraenoate[m]	2.0000	0.0000	
8(S)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate[m]	2.0000	1.0000	
8(S)-hydroxy-hexadeca-(4E,6E,10Z)-trienoate[m]	2.0000	0.0000	
8,11-eicosadienoic acid[c]	13.0000	4.0000	
8,11-eicosadienoic acid[l]	2.0000	0.0000	
8,11-eicosadienoic acid[r]	3.0000	1.0000	
8,11-eicosadienoic acid[s]	5.0000	2.0000	
8,9-DHET[c]	2.0000	1.0000	
8,9-EET[c]	3.0000	1.0000	
8,9-EET[r]	2.0000	0.0000	
8,9-epoxy-(5Z)-tetradecenoic acid[c]	2.0000	1.0000	
8alpha-hydroxy-gamma-tocopherone[c]	2.0000	0.0000	
8alpha-hydroxytocopherone[c]	1.0000	0.0000	
8-HETE[c]	2.0000	0.0000	
8-peroxy-(5Z,9E,11Z,14Z)-eicosatetraenoate[c]	2.0000	0.0000	
8-peroxy-docosahexaenoate[c]	1.0000	0.0000	
9(10)-EpOME[c]	2.0000	1.0000	
9(10)-EpOME[r]	2.0000	1.0000	
9(S)-HPODE[c]	2.0000	0.0000	
9,10-12,13-diepoxy-octadecanoate[c]	2.0000	0.0000	
9,10-epoxy-(6Z,12Z)-octadecadienoic acid[c]	2.0000	2.0000	
9,10-hydroxyoctadec-12(Z)-enoate[c]	3.0000	1.0000	
9,10-hydroxyoctadec-12(Z)-enoate[r]	3.0000	1.0000	
9,11,15-trihydroxyprosta-(5Z,13E)-dien-1-oate[c]	2.0000	0.0000	
9,11-cycloperoxy-15-hydroperoxy-(5Z,13E)-eicosadienoate[c]	2.0000	0.0000	
9,11-cycloperoxy-5-hydroperoxy-(6E,14Z)-eicosadienoate[c]	2.0000	0.0000	
9,13-cis-retinoate[c]	1.0000	0.0000	
9-carboxy-alpha-chromanol[m]	2.0000	0.0000	
9-carboxy-alpha-tocotrienol[m]	2.0000	0.0000	
9-carboxy-gamma-chromanol[m]	2.0000	0.0000	
9-carboxy-gamma-tocotrienol[m]	2.0000	0.0000	
9-cis-4-oxo-13,14-dihydro-retinoate[c]	1.0000	0.0000	
9-cis-retinal[c]	3.0000	1.0000	
9-cis-retinal[r]	3.0000	0.0000	
