	NRxnMetInHMR2	NRxnMetInList	
dIMP[c]	2.0000	0.0000	
diphospho-myo-inositol-polyphosphate[c]	1.0000	0.0000	
disialylgalactosylgloboside[c]	2.0000	0.0000	
disialylgalactosylgloboside[g]	2.0000	0.0000	
disialylgalactosylgloboside[s]	2.0000	0.0000	
disialyl-T antigen[c]	2.0000	0.0000	
disialyl-T antigen[g]	2.0000	0.0000	
disialyl-T antigen[s]	2.0000	0.0000	
dithiothreitol[c]	2.0000	0.0000	
dITP[c]	5.0000	1.0000	
dITP[m]	2.0000	0.0000	
dITP[n]	2.0000	1.0000	
dITP[s]	2.0000	0.0000	
D-lactaldehyde[c]	6.0000	6.0000	
D-lactate[c]	6.0000	4.0000	
D-lactate[m]	2.0000	0.0000	
D-lactate[s]	2.0000	1.0000	
D-mannose-1,6-bisphosphate[c]	1.0000	0.0000	
D-myo-inositol-1,4,5-trisphosphate[c]	5.0000	3.0000	
D-myo-inositol-1,4,5-trisphosphate[n]	3.0000	0.0000	
DNA containing 6-O-methylguanine[c]	1.0000	0.0000	
DNA containing guanine[c]	1.0000	0.0000	
DNA[c]	4.0000	2.0000	
DNA[n]	4.0000	0.0000	
DNA-5-methylcytosine[c]	1.0000	0.0000	
DNA-5-methylcytosine[n]	3.0000	0.0000	
docosahexaenoylcarnitine[c]	3.0000	3.0000	
docosahexaenoylcarnitine[m]	2.0000	2.0000	
docosahexaenoylcarnitine[r]	2.0000	1.0000	
docosanoylcarnitine[c]	3.0000	3.0000	
docosanoylcarnitine[m]	2.0000	2.0000	
docosanoylcarnitine[r]	2.0000	1.0000	
docosanoyl-CoA[c]	15.0000	6.0000	
docosanoyl-CoA[m]	2.0000	2.0000	
docosanoyl-CoA[p]	2.0000	0.0000	
docosanoyl-CoA[r]	3.0000	1.0000	
docosenoylcarnitine(11)[c]	3.0000	3.0000	
docosenoylcarnitine(11)[m]	2.0000	2.0000	
docosenoylcarnitine(11)[r]	2.0000	1.0000	
docosenoylcarnitine[c]	3.0000	3.0000	
docosenoylcarnitine[m]	2.0000	2.0000	
docosenoylcarnitine[r]	2.0000	1.0000	
dodecanoyl-[ACP][c]	3.0000	2.0000	
dodecanoylcarnitine[c]	3.0000	3.0000	
dodecanoylcarnitine[m]	2.0000	2.0000	
dodecanoylcarnitine[r]	2.0000	1.0000	
dolichol[c]	4.0000	0.0000	
dolichol[r]	2.0000	0.0000	
dolichol[s]	2.0000	0.0000	
dolichyl-D-glucosyl-phosphate[r]	5.0000	0.0000	
dolichyl-diphosphate[c]	2.0000	0.0000	
dolichyl-diphosphate[r]	2.0000	0.0000	
dolichyl-phosphate[c]	6.0000	0.0000	
dolichyl-phosphate[r]	19.0000	0.0000	
dolichyl-phosphate-D-mannose[c]	3.0000	0.0000	
dolichyl-phosphate-D-mannose[r]	12.0000	0.0000	
dopachrome-O-semiquinone[c]	1.0000	0.0000	
dopamine[c]	20.0000	1.0000	
dopamine[g]	1.0000	0.0000	
dopamine[m]	1.0000	0.0000	
dopamine[s]	9.0000	0.0000	
dopamine-3-O-sulfate[c]	2.0000	0.0000	
dopamine-3-O-sulfate[s]	2.0000	0.0000	
dopamine-O-quinone[c]	3.0000	2.0000	
dopaminochrome[c]	4.0000	2.0000	
D-ornithine[c]	2.0000	0.0000	
D-ornithine[p]	2.0000	0.0000	
D-ornithine[s]	2.0000	0.0000	
DPA[c]	13.0000	4.0000	
DPA[l]	2.0000	0.0000	
DPA[r]	3.0000	1.0000	
DPA[s]	5.0000	2.0000	
D-proline[c]	3.0000	1.0000	
D-proline[l]	1.0000	0.0000	
D-proline[s]	2.0000	1.0000	
D-ribulose[c]	2.0000	0.0000	
D-ribulose[s]	2.0000	0.0000	
D-serine[c]	3.0000	3.0000	
D-serine[s]	4.0000	3.0000	
D-tagatose[c]	2.0000	0.0000	
D-tagatose[s]	2.0000	0.0000	
D-tagatose-6-phosphate[c]	4.0000	3.0000	
dTDP[c]	15.0000	12.0000	
dTDP[m]	13.0000	11.0000	
dTDP[n]	4.0000	2.0000	
dTDP-4-dehydro-6-deoxy-L-mannose[c]	2.0000	0.0000	
dTDP-6-deoxy-L-mannose[c]	2.0000	0.0000	
dTDP-galactose[c]	1.0000	0.0000	
dTDP-glucose[c]	3.0000	0.0000	
dTMP[c]	8.0000	5.0000	
dTMP[l]	2.0000	0.0000	
dTMP[m]	4.0000	3.0000	
dTMP[n]	1.0000	0.0000	
dTTP[c]	13.0000	9.0000	
dTTP[m]	9.0000	7.0000	
dTTP[n]	3.0000	2.0000	
dUDP[c]	18.0000	15.0000	
dUDP[m]	13.0000	11.0000	
dUDP[n]	2.0000	1.0000	
dUMP[c]	9.0000	7.0000	
dUMP[m]	6.0000	5.0000	
dUMP[n]	2.0000	0.0000	
dUTP[c]	12.0000	9.0000	
dUTP[m]	10.0000	8.0000	
dUTP[n]	3.0000	1.0000	
D-xylonolactone[c]	1.0000	0.0000	
D-xylose[c]	4.0000	2.0000	
D-xylose[l]	5.0000	0.0000	
D-xylose[s]	2.0000	1.0000	
D-xylulose[c]	3.0000	0.0000	
D-xylulose-1-phosphate[c]	2.0000	1.0000	
D-xylulose-5-phosphate[c]	4.0000	3.0000	
dynorphin A-(1-5)[c]	1.0000	0.0000	
dynorphin A-(1-8)[c]	1.0000	0.0000	
dynorphin A-(6-8)[c]	1.0000	0.0000	
ebastine[c]	2.0000	0.0000	
ebastine[r]	2.0000	0.0000	
ebastine[s]	2.0000	0.0000	
ecgonine[r]	1.0000	0.0000	
ecgonine-methyl ester[c]	1.0000	0.0000	
ecgonine-methyl ester[r]	2.0000	0.0000	
edaravone[c]	2.0000	0.0000	
edaravone[s]	2.0000	0.0000	
eicosa-(2E,8Z,11Z,14Z,17Z)-pentaenoyl-CoA[c]	2.0000	2.0000	
eicosadienoylcarnitine[c]	3.0000	3.0000	
eicosadienoylcarnitine[m]	2.0000	2.0000	
eicosadienoylcarnitine[r]	2.0000	1.0000	
eicosanoate[c]	14.0000	5.0000	
eicosanoate[l]	2.0000	0.0000	
eicosanoate[r]	3.0000	1.0000	
eicosanoate[s]	6.0000	3.0000	
eicosanoylcarnitine[c]	3.0000	3.0000	
eicosanoylcarnitine[m]	2.0000	2.0000	
eicosanoylcarnitine[r]	2.0000	1.0000	
eicosanoyl-CoA[c]	15.0000	6.0000	
eicosanoyl-CoA[m]	3.0000	3.0000	
eicosanoyl-CoA[p]	2.0000	0.0000	
eicosanoyl-CoA[r]	3.0000	1.0000	
eicosatrienoylcarnitine[c]	3.0000	3.0000	
eicosatrienoylcarnitine[m]	2.0000	2.0000	
eicosatrienoylcarnitine[r]	2.0000	1.0000	
eicosenoylcarnitine(11)[c]	3.0000	3.0000	
eicosenoylcarnitine(11)[m]	2.0000	2.0000	
eicosenoylcarnitine(11)[r]	2.0000	1.0000	
eicosenoylcarnitine(7)[c]	3.0000	3.0000	
eicosenoylcarnitine(7)[m]	2.0000	2.0000	
eicosenoylcarnitine(7)[r]	2.0000	1.0000	
eicosenoylcarnitine(9)[c]	3.0000	3.0000	
eicosenoylcarnitine(9)[m]	2.0000	2.0000	
eicosenoylcarnitine(9)[r]	2.0000	1.0000	
elaidate[c]	13.0000	4.0000	
elaidate[l]	2.0000	0.0000	
elaidate[r]	3.0000	1.0000	
elaidate[s]	5.0000	2.0000	
em2emgacpail heparan sulfate[r]	5.0000	0.0000	
em2emgacpail_prot heparan sulfate[r]	2.0000	0.0000	
em3gacpail heparan sulfate[r]	3.0000	0.0000	
emem2gacpail heparan sulfate[r]	2.0000	0.0000	
emgacpail heparan sulfate[r]	2.0000	0.0000	
EPA[c]	20.0000	4.0000	
EPA[l]	2.0000	0.0000	
EPA[n]	4.0000	0.0000	
EPA[p]	2.0000	0.0000	
EPA[r]	5.0000	1.0000	
EPA[s]	5.0000	2.0000	
erythrose-4-phosphate[c]	3.0000	3.0000	
estradiol-17beta 3-glucuronide[c]	3.0000	0.0000	
estradiol-17beta 3-glucuronide[r]	2.0000	0.0000	
estradiol-17beta 3-glucuronide[s]	3.0000	0.0000	
estradiol-17beta[c]	6.0000	1.0000	
estradiol-17beta[r]	7.0000	0.0000	
estradiol-17beta[s]	2.0000	0.0000	
estriol[c]	2.0000	0.0000	
estriol[r]	2.0000	0.0000	
estriol[s]	2.0000	0.0000	
estrone 3-sulfate[c]	10.0000	1.0000	
estrone 3-sulfate[r]	2.0000	0.0000	
estrone 3-sulfate[s]	8.0000	0.0000	
estrone[c]	9.0000	2.0000	
estrone[l]	3.0000	0.0000	
estrone[r]	9.0000	0.0000	
estrone-2,3-quinone[c]	6.0000	2.0000	
estrone-2,3-quinone[m]	3.0000	2.0000	
estrone-2,3-quinone[p]	3.0000	2.0000	
estrone-2,3-quinone[r]	3.0000	2.0000	
estrone-2,3-semiquinone[c]	2.0000	1.0000	
estrone-2,3-semiquinone[l]	1.0000	0.0000	
estrone-2,3-semiquinone[r]	2.0000	1.0000	
estrone-3,4-quinone[c]	5.0000	1.0000	
estrone-3,4-quinone[m]	2.0000	1.0000	
estrone-3,4-quinone[p]	2.0000	1.0000	
estrone-3,4-quinone[r]	2.0000	1.0000	
estrone-3,4-semiquinone[c]	2.0000	1.0000	
estrone-3,4-semiquinone[l]	1.0000	0.0000	
estrone-3,4-semiquinone[r]	2.0000	1.0000	
estrone-glucuronide[c]	2.0000	0.0000	
estrone-glucuronide[r]	2.0000	0.0000	
estrone-glucuronide[s]	2.0000	0.0000	
ethanol[c]	5.0000	0.0000	
ethanol[p]	2.0000	0.0000	
ethanol[s]	2.0000	0.0000	
ethanolamine[c]	10.0000	4.0000	
ethanolamine[s]	2.0000	0.0000	
ethanolamine-phosphate[c]	9.0000	3.0000	
ethanolamine-phosphate[r]	3.0000	0.0000	
etiocholan-3alpha-ol-17-one 3-glucuronide[c]	2.0000	0.0000	
etiocholan-3alpha-ol-17-one 3-glucuronide[r]	2.0000	0.0000	
etiocholan-3alpha-ol-17-one 3-glucuronide[s]	2.0000	0.0000	
etiocholanolone[c]	2.0000	0.0000	
etiocholanolone[r]	2.0000	0.0000	
etiocholanolone[s]	2.0000	0.0000	
F1alpha[g]	2.0000	0.0000	
F1alpha[l]	3.0000	0.0000	
FAD[c]	19.0000	4.0000	
FAD[m]	79.0000	56.0000	
FAD[p]	2.0000	0.0000	
FAD[r]	4.0000	0.0000	
FAD[s]	1.0000	0.0000	
FADH2[c]	16.0000	3.0000	
FADH2[m]	78.0000	56.0000	
FADH2[p]	2.0000	0.0000	
FADH2[r]	4.0000	0.0000	
FAICAR[c]	2.0000	2.0000	
farnesylcysteine[c]	2.0000	0.0000	
farnesyl-PP[c]	5.0000	3.0000	
fatty acid-chylomicron pool[s]	3.0000	0.0000	
fatty acid-LD-PC pool[c]	6.0000	3.0000	
fatty acid-LD-PC pool[l]	2.0000	0.0000	
fatty acid-LD-PC pool[r]	2.0000	0.0000	
fatty acid-LD-PE pool[c]	5.0000	4.0000	
fatty acid-LD-PI pool[c]	3.0000	2.0000	
fatty acid-LD-PS pool[c]	3.0000	1.0000	
fatty acid-LD-SM pool[c]	5.0000	2.0000	
fatty acid-LD-TG1 pool[c]	9.0000	3.0000	
fatty acid-LD-TG1 pool[l]	2.0000	0.0000	
fatty acid-LD-TG2 pool[c]	6.0000	1.0000	
fatty acid-LD-TG3 pool[c]	2.0000	1.0000	
fatty acid-ligands[n]	1.0000	0.0000	
fatty acid-retinol pool[c]	3.0000	0.0000	
fatty acid-retinol pool[s]	2.0000	0.0000	
fatty acid-uptake pool[s]	2.0000	0.0000	
fatty acid-VLDL pool[s]	3.0000	0.0000	
Fe2+[c]	3.0000	3.0000	
Fe2+[m]	2.0000	2.0000	
Fe2+[s]	5.0000	4.0000	
Fe3+[c]	2.0000	0.0000	
Fe3+[s]	4.0000	2.0000	
ferricytochrome B5[c]	1.0000	0.0000	
ferricytochrome C[c]	3.0000	0.0000	
ferricytochrome C[m]	5.0000	4.0000	
ferrocytochrome B5[c]	1.0000	0.0000	
ferrocytochrome C[c]	3.0000	0.0000	
ferrocytochrome C[m]	5.0000	4.0000	
fibrinogen[c]	3.0000	0.0000	
fibrinogen[l]	2.0000	0.0000	
fibrinogen[s]	2.0000	0.0000	
FMN[c]	4.0000	3.0000	
fn2m2masn[g]	2.0000	0.0000	
folate[c]	5.0000	3.0000	
folate[m]	2.0000	0.0000	
folate[s]	3.0000	1.0000	
formaldehyde[c]	17.0000	3.0000	
formaldehyde[l]	2.0000	0.0000	
formaldehyde[m]	2.0000	0.0000	
formaldehyde[p]	2.0000	0.0000	
formamidopyrimidine nucleoside triphosphate[c]	2.0000	0.0000	
formamidopyrimidine nucleoside triphosphate[n]	2.0000	0.0000	
formate[c]	32.0000	16.0000	
formate[m]	2.0000	1.0000	
formate[n]	3.0000	0.0000	
formate[p]	1.0000	0.0000	
formate[r]	3.0000	1.0000	
formate[s]	13.0000	11.0000	
formyl-5-hydroxykynurenamine[c]	1.0000	0.0000	
formylanthranilate[c]	2.0000	0.0000	
formyl-CoA[c]	2.0000	0.0000	
formyl-CoA[p]	3.0000	0.0000	
formylglutathione[c]	3.0000	2.0000	
formyl-L-methionyl-peptide[c]	1.0000	0.0000	
formyl-N-acetyl-5-methoxykynurenamine[c]	2.0000	0.0000	
fructose[c]	16.0000	5.0000	
fructose[s]	4.0000	2.0000	
fructose-1,6-bisphosphate[c]	4.0000	3.0000	
fructose-1-phosphate[c]	2.0000	0.0000	
fructose-2,6-bisphosphate[c]	2.0000	2.0000	
fructose-3-phosphate[c]	1.0000	0.0000	
fructose-6-phosphate[c]	15.0000	14.0000	
fructoseglycine[c]	1.0000	0.0000	
fructoseglycine-ketone-3-phosphate[c]	1.0000	0.0000	
fructoselysine-3-phosphate[c]	1.0000	0.0000	
fuc-3-isoLM1[c]	1.0000	0.0000	
fucacgalfucgalacglcgalgluside heparan sulfate[c]	3.0000	0.0000	
fucacgalfucgalacglcgalgluside heparan sulfate[g]	2.0000	0.0000	
fucacgalfucgalacglcgalgluside heparan sulfate[s]	2.0000	0.0000	
fucfuc132galacglcgal14acglcgalgluside heparan sulfate[c]	2.0000	0.0000	
fucfuc132galacglcgal14acglcgalgluside heparan sulfate[g]	2.0000	0.0000	
fucfuc132galacglcgal14acglcgalgluside heparan sulfate[s]	2.0000	0.0000	
fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[c]	2.0000	0.0000	
fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g]	2.0000	0.0000	
fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[s]	2.0000	0.0000	
fucfucfucgalacglcgal14acglcgalgluside heparan sulfate[c]	2.0000	0.0000	
fucfucfucgalacglcgal14acglcgalgluside heparan sulfate[g]	2.0000	0.0000	
fucfucfucgalacglcgal14acglcgalgluside heparan sulfate[s]	2.0000	0.0000	
fucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g]	2.0000	0.0000	
fucfucgalacglcgal14acglcgalgluside heparan sulfate[g]	2.0000	0.0000	
fucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate[g]	2.0000	0.0000	
fucgalacgalfucgalacglcgal14acglcgalgluside heparan sulfate[g]	2.0000	0.0000	
fucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g]	2.0000	0.0000	
fucgalfucgalacglcgalgluside heparan sulfate[c]	2.0000	0.0000	
fucgalfucgalacglcgalgluside heparan sulfate[g]	2.0000	0.0000	
fucgalfucgalacglcgalgluside heparan sulfate[s]	2.0000	0.0000	
fuc-Lc4Cer[c]	1.0000	0.0000	
fucosyl-galactosylgloboside[c]	2.0000	0.0000	
fucosyl-galactosylgloboside[g]	2.0000	0.0000	
fucosyl-galactosylgloboside[s]	2.0000	0.0000	
fumarate[c]	12.0000	6.0000	
fumarate[m]	9.0000	4.0000	
fumarylacetoacetate[c]	2.0000	0.0000	
G(5)pppR-RNA[c]	2.0000	0.0000	
G00005[c]	2.0000	0.0000	
G00006[c]	2.0000	0.0000	
G00006[r]	2.0000	0.0000	
G00007[r]	2.0000	0.0000	
G00020[g]	2.0000	0.0000	
G00021[g]	2.0000	0.0000	
G00022[g]	2.0000	0.0000	
G00022[s]	2.0000	0.0000	
G00031[g]	2.0000	0.0000	
G00032[g]	2.0000	0.0000	
G00032[s]	2.0000	0.0000	
G00038[c]	2.0000	0.0000	
G00040[c]	2.0000	0.0000	
G00040[s]	2.0000	0.0000	
G00057[c]	2.0000	0.0000	
G00072[c]	2.0000	0.0000	
G00073[c]	2.0000	0.0000	
G00074[c]	2.0000	0.0000	
G00077[c]	2.0000	0.0000	
G00077[g]	2.0000	0.0000	
G00079[c]	2.0000	0.0000	
G00079[s]	2.0000	0.0000	
G00081[c]	2.0000	0.0000	
G00082[c]	2.0000	0.0000	
G00082[s]	2.0000	0.0000	
G00083[c]	2.0000	0.0000	
G00083[s]	2.0000	0.0000	
G00084[c]	2.0000	0.0000	
G00085[c]	2.0000	0.0000	
G00086[c]	2.0000	0.0000	
G00086[s]	2.0000	0.0000	
G10526[c]	2.0000	0.0000	
G10595[r]	2.0000	0.0000	
G10596[r]	2.0000	0.0000	
G10597[r]	2.0000	0.0000	
G10598[r]	2.0000	0.0000	
G10599[r]	2.0000	0.0000	
GA1[c]	4.0000	0.0000	
GA1[g]	2.0000	0.0000	
GA2[c]	6.0000	1.0000	
GA2[g]	3.0000	0.0000	
Gal2-Xyl-L-Ser-[protein][g]	2.0000	0.0000	
galacgalfuc12gal14acglcgalgluside heparan sulfate[g]	2.0000	0.0000	
galacgalfucgalacglcgal14acglcgalgluside heparan sulfate[g]	2.0000	0.0000	
galactitol[c]	1.0000	0.0000	
galactose[c]	10.0000	4.0000	
galactose[l]	31.0000	0.0000	
galactose[s]	7.0000	2.0000	
galactose-1-phosphate[c]	2.0000	2.0000	
galactosylgloboside[c]	3.0000	0.0000	
galactosylgloboside[g]	4.0000	0.0000	
galactosylglycerol[s]	2.0000	1.0000	
galfuc12gal14acglcgalgluside heparan sulfate[c]	2.0000	0.0000	
galfuc12gal14acglcgalgluside heparan sulfate[g]	2.0000	0.0000	
galfuc12gal14acglcgalgluside heparan sulfate[s]	2.0000	0.0000	
galfucgalacglcgal14acglcgalgluside heparan sulfate[c]	2.0000	0.0000	
galfucgalacglcgal14acglcgalgluside heparan sulfate[g]	2.0000	0.0000	
galfucgalacglcgal14acglcgalgluside heparan sulfate[s]	2.0000	0.0000	
galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate[c]	2.0000	0.0000	
galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate[g]	2.0000	0.0000	
galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate[s]	2.0000	0.0000	
galgalgalthcrm heparan sulfate[c]	2.0000	0.0000	
galgalgalthcrm heparan sulfate[g]	2.0000	0.0000	
galgalgalthcrm heparan sulfate[s]	2.0000	0.0000	
galgalthcrm heparan sulfate[g]	2.0000	0.0000	
gal-glcnac-gal-globoside[c]	2.0000	0.0000	
gal-glcnac-gal-globoside[g]	2.0000	0.0000	
gal-glcnac-gal-globoside[s]	2.0000	0.0000	
galthcrm heparan sulfate[g]	2.0000	0.0000	
Gal-Xyl-L-Ser-[protein][g]	2.0000	0.0000	
gamma-butyrobetaine[c]	2.0000	0.0000	
gamma-carboxyethyl-hydroxychroman[c]	3.0000	1.0000	
gamma-carboxyethyl-hydroxychroman[m]	2.0000	0.0000	
gamma-CEHC-glucuronide[c]	3.0000	1.0000	
gamma-glutamyl-3-aminopropiononitrile[s]	1.0000	0.0000	
gamma-glutamyl-beta-cyanoalanine[s]	1.0000	0.0000	
gamma-glutamyl-cysteine[c]	3.0000	3.0000	
gamma-glutamylglutathione[c]	1.0000	0.0000	
gamma-hydroxy-3-pyridinebutanoate[c]	3.0000	0.0000	
gamma-L-glutamyl-L-alanine[c]	1.0000	0.0000	
gamma-L-glutamyl-L-alpha-aminobutyrate[c]	1.0000	0.0000	
gamma-linolenate[c]	13.0000	4.0000	
gamma-linolenate[l]	2.0000	0.0000	
gamma-linolenate[r]	3.0000	1.0000	
gamma-linolenate[s]	5.0000	2.0000	
gamma-linolenoylcarnitine[c]	3.0000	3.0000	
gamma-linolenoylcarnitine[m]	2.0000	2.0000	
gamma-linolenoylcarnitine[r]	2.0000	1.0000	
gamma-linolenoyl-CoA[c]	15.0000	5.0000	
gamma-linolenoyl-CoA[m]	3.0000	3.0000	
gamma-linolenoyl-CoA[p]	2.0000	0.0000	
gamma-linolenoyl-CoA[r]	3.0000	1.0000	
gamma-tocopherol[c]	5.0000	0.0000	
gamma-tocopherol[r]	2.0000	0.0000	
gamma-tocopherol[s]	2.0000	0.0000	
gamma-tocopheroxyl-radical[c]	3.0000	0.0000	
gamma-tocopheryl-quinone[c]	1.0000	0.0000	
gamma-tocotrienol[c]	3.0000	0.0000	
gamma-tocotrienol[r]	2.0000	0.0000	
gamma-tocotrienol[s]	2.0000	0.0000	
GAP[c]	9.0000	7.0000	
GAR[c]	2.0000	2.0000	
GD1a[c]	6.0000	2.0000	
GD1a[g]	3.0000	0.0000	
GD1alpha[g]	2.0000	0.0000	
GD1b[c]	4.0000	2.0000	
GD1b[g]	2.0000	0.0000	
GD1beta[c]	2.0000	0.0000	
GD1beta[g]	2.0000	0.0000	
GD1beta[s]	2.0000	0.0000	
GD1c[c]	3.0000	0.0000	
GD1c[g]	2.0000	0.0000	
GD1c[s]	2.0000	0.0000	
GD2[c]	3.0000	0.0000	
GD2[g]	2.0000	0.0000	
GD3[c]	4.0000	0.0000	
GD3[g]	4.0000	0.0000	
GDP[c]	50.0000	12.0000	
GDP[g]	25.0000	1.0000	
GDP[m]	9.0000	6.0000	
GDP[n]	4.0000	4.0000	
GDP[s]	3.0000	2.0000	
GDP-4-dehydro-6-deoxy-D-mannose[c]	3.0000	3.0000	
GDP-L-fucose[c]	30.0000	4.0000	
GDP-L-fucose[g]	25.0000	1.0000	
GDP-mannose[c]	9.0000	3.0000	
gentisate aldehyde[c]	3.0000	0.0000	
geranyl-PP[c]	2.0000	2.0000	
glcnac-alpha-1,4-core 1[g]	1.0000	0.0000	
glcnac-alpha-1,4-core 2[g]	2.0000	0.0000	
glcnac-alpha-1,4-core 2[c]	2.0000	0.0000	
glcnac-alpha-1,4-core 2[s]	2.0000	0.0000	
glcnac-gal-globoside[g]	2.0000	0.0000	
globin[c]	2.0000	0.0000	
globo-H[c]	1.0000	0.0000	
globoside[c]	7.0000	1.0000	
globoside[g]	4.0000	0.0000	
globoside[l]	5.0000	0.0000	
globoside[s]	2.0000	0.0000	
globotriaosylceramide[c]	5.0000	2.0000	
globotriaosylceramide[g]	3.0000	0.0000	
globotriaosylceramide[l]	4.0000	0.0000	
glucono-1,5-lactone-6-phosphate[c]	2.0000	2.0000	
glucono-1,5-lactone-6-phosphate[r]	3.0000	1.0000	
glucosamine[c]	4.0000	4.0000	
glucosamine[s]	2.0000	1.0000	
glucosamine-6-phosphate[c]	7.0000	6.0000	
glucosaminyl-acylphosphatidylinositol[c]	2.0000	0.0000	
glucosaminyl-acylphosphatidylinositol[r]	3.0000	0.0000	
glucose[c]	17.0000	10.0000	
glucose[g]	8.0000	1.0000	
glucose[l]	6.0000	0.0000	
glucose[r]	7.0000	1.0000	
glucose[s]	19.0000	3.0000	
glucose-1,6-bisphosphate[c]	2.0000	0.0000	
glucose-1,6-bisphosphate[s]	2.0000	0.0000	
glucose-1-phosphate[c]	10.0000	7.0000	
glucose-6-phosphate[c]	11.0000	8.0000	
glucose-6-phosphate[r]	6.0000	2.0000	
glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g]	2.0000	0.0000	
glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r]	3.0000	0.0000	
glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)[g]	2.0000	0.0000	
glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)[r]	3.0000	0.0000	
glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)[g]	2.0000	0.0000	
glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)[r]	3.0000	0.0000	
glucosylceramide pool[c]	7.0000	2.0000	
glucosylceramide pool[g]	2.0000	1.0000	
glucosylceramide pool[l]	3.0000	0.0000	
glucosylceramide pool[r]	3.0000	0.0000	
glucosylceramide pool[s]	2.0000	1.0000	
glucuronate[c]	8.0000	4.0000	
glucuronate[l]	12.0000	1.0000	
glucuronate[r]	3.0000	0.0000	
glutamate[c]	82.0000	33.0000	
glutamate[l]	27.0000	0.0000	
glutamate[m]	39.0000	13.0000	
glutamate[r]	2.0000	0.0000	
glutamate[s]	17.0000	11.0000	
glutamine[c]	98.0000	69.0000	
glutamine[l]	18.0000	0.0000	
glutamine[m]	5.0000	0.0000	
glutamine[s]	62.0000	60.0000	
glutamyl-5-phosphate[m]	2.0000	2.0000	
glutaryl-CoA[m]	4.0000	0.0000	
glutathione episulfonium ion[c]	2.0000	0.0000	
glutathionyl-3-hydroxykynurenine glucoside[c]	1.0000	0.0000	
glutathionyl-leukotriene C4[c]	55.0000	0.0000	
glutathionyl-leukotriene C4[s]	55.0000	0.0000	
glyceraldehyde[c]	5.0000	3.0000	
glyceraldehyde[m]	2.0000	0.0000	
glycerate[c]	6.0000	1.0000	
glycerate[m]	2.0000	0.0000	
glycerate[s]	2.0000	0.0000	
glycerol[c]	19.0000	4.0000	
glycerol[m]	3.0000	0.0000	
glycerol[s]	3.0000	1.0000	
glycerone[s]	2.0000	0.0000	
glycinamide[c]	1.0000	0.0000	
glycine[c]	106.0000	66.0000	
glycine[l]	18.0000	0.0000	
glycine[m]	16.0000	3.0000	
glycine[p]	5.0000	0.0000	
glycine[s]	68.0000	61.0000	
glycochenodeoxycholate[c]	5.0000	0.0000	
glycochenodeoxycholate[s]	5.0000	0.0000	
glycocholate[c]	11.0000	0.0000	
glycocholate[s]	11.0000	0.0000	
glycodeoxycholate[c]	2.0000	0.0000	
glycodeoxycholate[s]	2.0000	0.0000	
glycogenin G11[c]	2.0000	2.0000	
glycogenin G4G4[c]	2.0000	2.0000	
glycogenin G4G7[c]	2.0000	2.0000	
glycogenin G7[c]	2.0000	2.0000	
glycogenin G7G1[c]	2.0000	2.0000	
glycogenin G8[c]	2.0000	2.0000	
glycogenin[c]	4.0000	2.0000	
glycolaldehyde[c]	3.0000	1.0000	
glycolaldehyde[m]	2.0000	0.0000	
glycolate[c]	6.0000	1.0000	
glycolate[m]	3.0000	0.0000	
glycolate[p]	2.0000	0.0000	
glycolipid[c]	2.0000	0.0000	
glycolipid[g]	4.0000	0.0000	
glycolipid[s]	2.0000	0.0000	
glycolithocholate[c]	8.0000	0.0000	
glycolithocholate[p]	1.0000	0.0000	
glycolithocholate[s]	5.0000	0.0000	
glycophosphatidylinositol-(GPI)-anchored-protein-precursor[r]	5.0000	0.0000	
glycophosphatidylinositol-(GPI)-anchored-protein-precursor[c]	2.0000	0.0000	
glycophosphatidylinositol-(GPI)-anchored-protein-precursor[s]	2.0000	0.0000	
glycoprotein-N-acetyl-D-glucosaminyl-phospho-D-mannose[c]	1.0000	0.0000	
glycoprotein-phospho-D-mannose[c]	1.0000	0.0000	
glycoursodeoxycholate[c]	5.0000	0.0000	
glycoursodeoxycholate[s]	5.0000	0.0000	
glycylpeptide[c]	1.0000	0.0000	
glycyl-tRNA(gly)[c]	25.0000	1.0000	
glyoxalate[c]	5.0000	1.0000	
