ModelNameMAT	ModelNameXML	PatientIndex	ProbabilityThreshold	RelativeGap	ACC	MCC	FisherExactTestp	RxnAddedForTask...	TimeElapsedINIT	TimeElapsedTINIT
TCGA-21-1081-01A-01R-0692-07	TCGA-21-1081-01A-01R-0692-07T9900RG5_TINIT.mat	TCGA-21-1081-01A-01R-0692-07T9900RG5.xml	1024	0.99	0.05	0.925482	0.848133	0	0.292337	26441.8556	930.992473
TCGA-A8-A07E-01A-11R-A034-07	TCGA-A8-A07E-01A-11R-A034-07T9900RG5_TINIT.mat	TCGA-A8-A07E-01A-11R-A034-07T9900RG5.xml	228	0.99	0.05	0.928323	0.848092	0	0.318066	22658.21343	2014.50104
TCGA-BA-6869-01A-11R-1873-07	TCGA-BA-6869-01A-11R-1873-07T9900RG5_TINIT.mat	TCGA-BA-6869-01A-11R-1873-07T9900RG5.xml	63	0.99	0.05	0.931797	0.848055	0	0.217951	27240.49684	1128.373794
TCGA-CV-7263-01A-11R-2016-07	TCGA-CV-7263-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CV-7263-01A-11R-2016-07T9900RG5.xml	49	0.99	0.05	0.930534	0.847832	0	0.355872	26915.03877	1369.588269
TCGA-C8-A274-01A-11R-A16F-07	TCGA-C8-A274-01A-11R-A16F-07T9900RG5_TINIT.mat	TCGA-C8-A274-01A-11R-A16F-07T9900RG5.xml	259	0.99	0.05	0.925797	0.847808	0	0.266075	23093.47298	635.11724
TCGA-D8-A27H-01A-11R-A16F-07	TCGA-D8-A27H-01A-11R-A16F-07T9900RG5_TINIT.mat	TCGA-D8-A27H-01A-11R-A16F-07T9900RG5.xml	334	0.99	0.05	0.927376	0.847747	0	0.327511	21691.51296	2291.769721
TCGA-49-4487-01A-21R-1858-07	TCGA-49-4487-01A-21R-1858-07T9900RG5_TINIT.mat	TCGA-49-4487-01A-21R-1858-07T9900RG5.xml	585	0.99	0.05	0.926745	0.847692	0	0.308642	19592.70366	5246.938936
TCGA-CV-6941-01A-11R-1915-07	TCGA-CV-6941-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CV-6941-01A-11R-1915-07T9900RG5.xml	174	0.99	0.05	0.933691	0.847647	0	0.279776	29062.34175	1674.684859
TCGA-HT-7610-01A-21R-2090-07	TCGA-HT-7610-01A-21R-2090-07T9900RG5_TINIT.mat	TCGA-HT-7610-01A-21R-2090-07T9900RG5.xml	781	0.99	0.05	0.928008	0.84755	0	0.296547	16508.17833	2923.415241
TCGA-44-3396-01A-01R-1206-07	TCGA-44-3396-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-44-3396-01A-01R-1206-07T9900RG5.xml	622	0.99	0.05	0.931165	0.847518	0	0.275307	12641.60736	2528.011128
TCGA-B0-4847-01A-01R-1277-07	TCGA-B0-4847-01A-01R-1277-07T9900RG5_TINIT.mat	TCGA-B0-4847-01A-01R-1277-07T9900RG5.xml	922	0.99	0.05	0.939059	0.847494	0	0.176644	29876.83825	952.820632
TCGA-55-6712-01A-11R-1858-07	TCGA-55-6712-01A-11R-1858-07T9900RG5_TINIT.mat	TCGA-55-6712-01A-11R-1858-07T9900RG5.xml	602	0.99	0.05	0.927692	0.847469	0	0.331538	11500.20252	3067.756149
TCGA-38-4629-01A-02R-1206-07	TCGA-38-4629-01A-02R-1206-07T9900RG5_TINIT.mat	TCGA-38-4629-01A-02R-1206-07T9900RG5.xml	543	0.99	0.05	0.928008	0.847458	0	0.29344	21023.49306	2042.555887
TCGA-27-2519-01A-01R-1850-01	TCGA-27-2519-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-27-2519-01A-01R-1850-01T9900RG5.xml	473	0.99	0.05	0.92706	0.847361	0	0.320239	18518.03357	1814.101168
TCGA-CV-5444-01A-02R-1514-07	TCGA-CV-5444-01A-02R-1514-07T9900RG5_TINIT.mat	TCGA-CV-5444-01A-02R-1514-07T9900RG5.xml	112	0.99	0.05	0.932744	0.84729	0	0.234792	17148.94831	3083.35899
TCGA-DB-5277-01A-01R-1470-07	TCGA-DB-5277-01A-01R-1470-07T9900RG5_TINIT.mat	TCGA-DB-5277-01A-01R-1470-07T9900RG5.xml	788	0.99	0.05	0.928323	0.846998	0	0.278075	22052.02573	1678.291167
TCGA-51-4081-01A-01R-1100-07	TCGA-51-4081-01A-01R-1100-07T9900RG5_TINIT.mat	TCGA-51-4081-01A-01R-1100-07T9900RG5.xml	1058	0.99	0.05	0.928639	0.846808	0	0.230174	27792.60315	2485.473189
TCGA-AG-3594-01A-02R-0821-07	TCGA-AG-3594-01A-02R-0821-07T9900RG5_TINIT.mat	TCGA-AG-3594-01A-02R-0821-07T9900RG5.xml	374	0.99	0.05	0.929902	0.846751	0	0.277186	15763.0139	2864.079762
TCGA-BP-4159-01A-02R-1289-07	TCGA-BP-4159-01A-02R-1289-07T9900RG5_TINIT.mat	TCGA-BP-4159-01A-02R-1289-07T9900RG5.xml	870	0.99	0.05	0.935586	0.846553	0	0.238996	33736.811	2604.396149
TCGA-19-2625-01A-01R-1850-01	TCGA-19-2625-01A-01R-1850-01T9900RG5_TINIT.mat	TCGA-19-2625-01A-01R-1850-01T9900RG5.xml	499	0.99	0.05	0.92485	0.846495	0	0.278075	23135.94512	1252.147061
TCGA-CV-6935-01A-11R-1915-07	TCGA-CV-6935-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CV-6935-01A-11R-1915-07T9900RG5.xml	28	0.99	0.05	0.928008	0.846465	0	0.203625	30781.59503	301.112364
TCGA-B5-A11X-01A-11R-A10J-07	TCGA-B5-A11X-01A-11R-A10J-07T9900RG5_TINIT.mat	TCGA-B5-A11X-01A-11R-A10J-07T9900RG5.xml	709	0.99	0.05	0.919482	0.846456	0	0.637845	25343.25268	5371.499293
TCGA-CN-6022-01A-21R-1686-07	TCGA-CN-6022-01A-21R-1686-07T9900RG5_TINIT.mat	TCGA-CN-6022-01A-21R-1686-07T9900RG5.xml	168	0.99	0.05	0.929586	0.846436	0	0.632911	31023.97206	2215.11519
TCGA-CV-6945-01A-11R-1915-07	TCGA-CV-6945-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CV-6945-01A-11R-1915-07T9900RG5.xml	173	0.99	0.05	0.921692	0.846232	0	0.303556	22678.72529	3068.069586
TCGA-67-3770-01A-01R-0946-07	TCGA-67-3770-01A-01R-0946-07T9900RG5_TINIT.mat	TCGA-67-3770-01A-01R-0946-07T9900RG5.xml	562	0.99	0.05	0.927376	0.846144	0	0.319829	21831.80699	2439.537304
TCGA-A2-A0D2-01A-21R-A034-07	TCGA-A2-A0D2-01A-21R-A034-07T9900RG5_TINIT.mat	TCGA-A2-A0D2-01A-21R-A034-07T9900RG5.xml	273	0.99	0.05	0.923903	0.846132	0	0.376273	18515.10374	6452.384112
TCGA-CV-7424-01A-11R-2081-07	TCGA-CV-7424-01A-11R-2081-07T9900RG5_TINIT.mat	TCGA-CV-7424-01A-11R-2081-07T9900RG5.xml	218	0.99	0.05	0.927376	0.846113	0	0.228881	37812.28641	275.629845
TCGA-AA-A02W-01A-01R-A00A-07	TCGA-AA-A02W-01A-01R-A00A-07T9900RG5_TINIT.mat	TCGA-AA-A02W-01A-01R-A00A-07T9900RG5.xml	383	0.99	0.05	0.932112	0.846026	0	0.270608	15627.83758	2537.585726
TCGA-49-6743-01A-11R-1858-07	TCGA-49-6743-01A-11R-1858-07T9900RG5_TINIT.mat	TCGA-49-6743-01A-11R-1858-07T9900RG5.xml	555	0.99	0.05	0.928008	0.845949	0	0.259067	27908.05415	345.180159
TCGA-CN-6018-01A-11R-1686-07	TCGA-CN-6018-01A-11R-1686-07T9900RG5_TINIT.mat	TCGA-CN-6018-01A-11R-1686-07T9900RG5.xml	88	0.99	0.05	0.928639	0.845788	0	0.190759	23985.73899	1502.123679
TCGA-29-2427-01A-01R-1569-13	TCGA-29-2427-01A-01R-1569-13T9900RG5_TINIT.mat	TCGA-29-2427-01A-01R-1569-13T9900RG5.xml	808	0.99	0.05	0.922955	0.845675	0	0.613218	24532.00399	3366.705443
TCGA-AA-3684-01A-02R-0905-07	TCGA-AA-3684-01A-02R-0905-07T9900RG5_TINIT.mat	TCGA-AA-3684-01A-02R-0905-07T9900RG5.xml	464	0.99	0.05	0.93306	0.845675	0	0.28073	23085.87498	1921.72134
TCGA-IB-7886-01A-11R-2156-07	TCGA-IB-7886-01A-11R-2156-07T9900RG5_TINIT.mat	TCGA-IB-7886-01A-11R-2156-07T9900RG5.xml	928	0.99	0.05	0.939375	0.84567	0	0.181159	25450.74807	1560.050209
TCGA-CQ-6220-01A-11R-1915-07	TCGA-CQ-6220-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CQ-6220-01A-11R-1915-07T9900RG5.xml	197	0.99	0.05	0.926745	0.845503	0	0.252578	30312.96323	532.015582
TCGA-AA-3976-01A-01R-1022-07	TCGA-AA-3976-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3976-01A-01R-1022-07T9900RG5.xml	430	0.99	0.05	0.929902	0.845398	0	0.227414	25724.73995	1582.983936
TCGA-AA-A01R-01A-21R-A083-07	TCGA-AA-A01R-01A-21R-A083-07T9900RG5_TINIT.mat	TCGA-AA-A01R-01A-21R-A083-07T9900RG5.xml	445	0.99	0.05	0.926429	0.845392	0	0.281264	15374.37199	2161.836939
TCGA-34-5239-01A-21R-1820-07	TCGA-34-5239-01A-21R-1820-07T9900RG5_TINIT.mat	TCGA-34-5239-01A-21R-1820-07T9900RG5.xml	1027	0.99	0.05	0.923271	0.845312	0	0.277245	18857.83909	2955.446293
TCGA-BP-4165-01A-02R-1289-07	TCGA-BP-4165-01A-02R-1289-07T9900RG5_TINIT.mat	TCGA-BP-4165-01A-02R-1289-07T9900RG5.xml	898	0.99	0.05	0.935586	0.845276	0	0.196232	29955.41667	1583.761161
TCGA-05-4250-01A-01R-1107-07	TCGA-05-4250-01A-01R-1107-07T9900RG5_TINIT.mat	TCGA-05-4250-01A-01R-1107-07T9900RG5.xml	519	0.99	0.05	0.931165	0.845134	0	0.147866	24427.16404	650.434559
TCGA-CV-6952-01A-11R-1915-07	TCGA-CV-6952-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CV-6952-01A-11R-1915-07T9900RG5.xml	182	0.99	0.05	0.925166	0.844983	0	0.493495	28331.18816	2861.012428
TCGA-BT-A20Q-01A-11R-A14Y-07	TCGA-BT-A20Q-01A-11R-A14Y-07T9900RG5_TINIT.mat	TCGA-BT-A20Q-01A-11R-A14Y-07T9900RG5.xml	14	0.99	0.05	0.932428	0.844935	0	0.266612	15496.27682	2730.982732
TCGA-AA-3555-01A-01R-0821-07	TCGA-AA-3555-01A-01R-0821-07T9900RG5_TINIT.mat	TCGA-AA-3555-01A-01R-0821-07T9900RG5.xml	414	0.99	0.05	0.930218	0.844929	0	0.22541	28120.91096	1341.449394
TCGA-B0-4841-01A-01R-1277-07	TCGA-B0-4841-01A-01R-1277-07T9900RG5_TINIT.mat	TCGA-B0-4841-01A-01R-1277-07T9900RG5.xml	920	0.99	0.05	0.93527	0.844723	0	0.234972	29378.58764	1204.793009
TCGA-B5-A0JY-01A-11R-A104-07	TCGA-B5-A0JY-01A-11R-A104-07T9900RG5_TINIT.mat	TCGA-B5-A0JY-01A-11R-A104-07T9900RG5.xml	639	0.99	0.05	0.918851	0.844602	0	0.924214	17684.60526	10932.71337
TCGA-AA-3673-01A-01R-0905-07	TCGA-AA-3673-01A-01R-0905-07T9900RG5_TINIT.mat	TCGA-AA-3673-01A-01R-0905-07T9900RG5.xml	454	0.99	0.05	0.932112	0.844193	0	0.270608	12692.06792	3331.091632
TCGA-AA-3553-01A-01R-0821-07	TCGA-AA-3553-01A-01R-0821-07T9900RG5_TINIT.mat	TCGA-AA-3553-01A-01R-0821-07T9900RG5.xml	380	0.99	0.05	0.929902	0.844148	0	0.225456	22252.62561	1608.641267
TCGA-38-4632-01A-01R-1755-07	TCGA-38-4632-01A-01R-1755-07T9900RG5_TINIT.mat	TCGA-38-4632-01A-01R-1755-07T9900RG5.xml	550	0.99	0.05	0.924219	0.844053	0	0.309598	25943.51903	1182.799775
TCGA-55-6642-01A-11R-1858-07	TCGA-55-6642-01A-11R-1858-07T9900RG5_TINIT.mat	TCGA-55-6642-01A-11R-1858-07T9900RG5.xml	612	0.99	0.05	0.927692	0.843963	0	0.282363	25748.86754	538.479784
TCGA-CV-5439-01A-01R-1686-07	TCGA-CV-5439-01A-01R-1686-07T9900RG5_TINIT.mat	TCGA-CV-5439-01A-01R-1686-07T9900RG5.xml	115	0.99	0.05	0.925482	0.843865	0	0.274725	23369.40936	1631.429574
TCGA-AA-A03F-01A-11R-A16W-07	TCGA-AA-A03F-01A-11R-A16W-07T9900RG5_TINIT.mat	TCGA-AA-A03F-01A-11R-A16W-07T9900RG5.xml	462	0.99	0.05	0.925166	0.843839	0	0.283657	21002.57537	2102.528491
TCGA-06-2565-01A-01R-1849-01	TCGA-06-2565-01A-01R-1849-01T9900RG5_TINIT.mat	TCGA-06-2565-01A-01R-1849-01T9900RG5.xml	479	0.99	0.05	0.926745	0.843514	0	0.81087	21242.25526	3329.685147
TCGA-91-6831-01A-11R-1858-07	TCGA-91-6831-01A-11R-1858-07T9900RG5_TINIT.mat	TCGA-91-6831-01A-11R-1858-07T9900RG5.xml	575	0.99	0.05	0.925166	0.843427	0	0.190638	21190.77602	1442.917257
TCGA-B0-5107-01A-01R-1420-07	TCGA-B0-5107-01A-01R-1420-07T9900RG5_TINIT.mat	TCGA-B0-5107-01A-01R-1420-07T9900RG5.xml	823	0.99	0.05	0.929902	0.84341	0	0.229167	29731.8055	1684.572113
TCGA-44-6147-01A-11R-1755-07	TCGA-44-6147-01A-11R-1755-07T9900RG5_TINIT.mat	TCGA-44-6147-01A-11R-1755-07T9900RG5.xml	540	0.99	0.05	0.926113	0.843205	0	0.324816	21976.12558	1793.240488
TCGA-CV-6959-01A-11R-1915-07	TCGA-CV-6959-01A-11R-1915-07T9900RG5_TINIT.mat	TCGA-CV-6959-01A-11R-1915-07T9900RG5.xml	60	0.99	0.05	0.928955	0.842994	0	0.314334	15834.34707	3939.308439
TCGA-CN-4736-01A-01R-1436-07	TCGA-CN-4736-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-CN-4736-01A-01R-1436-07T9900RG5.xml	187	0.99	0.05	0.929586	0.842724	0	0.292032	27562.04966	1903.610583
TCGA-BP-5199-01A-01R-1426-07	TCGA-BP-5199-01A-01R-1426-07T9900RG5_TINIT.mat	TCGA-BP-5199-01A-01R-1426-07T9900RG5.xml	867	0.99	0.05	0.93527	0.842676	0	0.327332	31322.31531	2743.42828
TCGA-BB-7862-01A-21R-2232-07	TCGA-BB-7862-01A-21R-2232-07T9900RG5_TINIT.mat	TCGA-BB-7862-01A-21R-2232-07T9900RG5.xml	189	0.99	0.05	0.92485	0.842523	0	0.30248	25297.90544	2896.58226
TCGA-73-4676-01A-01R-1755-07	TCGA-73-4676-01A-01R-1755-07T9900RG5_TINIT.mat	TCGA-73-4676-01A-01R-1755-07T9900RG5.xml	564	0.99	0.05	0.92706	0.842498	0	0.27879	15197.41434	3839.522587
TCGA-CU-A0YO-01A-11R-A10U-07	TCGA-CU-A0YO-01A-11R-A10U-07T9900RG5_TINIT.mat	TCGA-CU-A0YO-01A-11R-A10U-07T9900RG5.xml	17	0.99	0.05	0.929586	0.84245	0	0.191816	27436.59579	757.399077
TCGA-13-0924-01A-01R-1564-13	TCGA-13-0924-01A-01R-1564-13T9900RG5_TINIT.mat	TCGA-13-0924-01A-01R-1564-13T9900RG5.xml	802	0.99	0.05	0.922324	0.842333	0	0.265135	23985.7906	2600.260825
TCGA-AA-A02F-01A-01R-A089-07	TCGA-AA-A02F-01A-01R-A089-07T9900RG5_TINIT.mat	TCGA-AA-A02F-01A-01R-A089-07T9900RG5.xml	463	0.99	0.05	0.926745	0.842284	0	0.210084	24588.85871	1375.051984
TCGA-A1-A0SE-01A-11R-A084-07	TCGA-A1-A0SE-01A-11R-A084-07T9900RG5_TINIT.mat	TCGA-A1-A0SE-01A-11R-A084-07T9900RG5.xml	239	0.99	0.05	0.929586	0.842223	0	0.66296	23379.15198	662.054724
TCGA-49-6742-01A-11R-1858-07	TCGA-49-6742-01A-11R-1858-07T9900RG5_TINIT.mat	TCGA-49-6742-01A-11R-1858-07T9900RG5.xml	520	0.99	0.05	0.927692	0.8422	0	0.291727	22577.04638	1971.648501
TCGA-B0-5096-01A-01R-1420-07	TCGA-B0-5096-01A-01R-1420-07T9900RG5_TINIT.mat	TCGA-B0-5096-01A-01R-1420-07T9900RG5.xml	894	0.99	0.05	0.931481	0.842139	0	0.235496	27250.84279	2259.141096
TCGA-CR-7386-01A-11R-2016-07	TCGA-CR-7386-01A-11R-2016-07T9900RG5_TINIT.mat	TCGA-CR-7386-01A-11R-2016-07T9900RG5.xml	77	0.99	0.05	0.928955	0.841853	0	0.263692	23673.38274	1805.763633
TCGA-CS-4942-01A-01R-1470-07	TCGA-CS-4942-01A-01R-1470-07T9900RG5_TINIT.mat	TCGA-CS-4942-01A-01R-1470-07T9900RG5.xml	787	0.99	0.05	0.925166	0.841835	0	0.255973	13289.72811	2615.523515
TCGA-DK-A1A5-01A-11R-A13Y-07	TCGA-DK-A1A5-01A-11R-A13Y-07T9900RG5_TINIT.mat	TCGA-DK-A1A5-01A-11R-A13Y-07T9900RG5.xml	20	0.99	0.05	0.928008	0.841832	0	0.25	23223.93827	2455.47919
TCGA-05-4430-01A-02R-1206-07	TCGA-05-4430-01A-02R-1206-07T9900RG5_TINIT.mat	TCGA-05-4430-01A-02R-1206-07T9900RG5.xml	621	0.99	0.05	0.927376	0.841826	0	0.21777	22328.8897	1506.663964
TCGA-BT-A20J-01A-11R-A14Y-07	TCGA-BT-A20J-01A-11R-A14Y-07T9900RG5_TINIT.mat	TCGA-BT-A20J-01A-11R-A14Y-07T9900RG5.xml	10	0.99	0.05	0.926429	0.84152	0	0.226945	25180.83987	1617.222514
TCGA-44-2656-01A-02R-0946-07	TCGA-44-2656-01A-02R-0946-07T9900RG5_TINIT.mat	TCGA-44-2656-01A-02R-0946-07T9900RG5.xml	549	0.99	0.05	0.927692	0.841489	0	0.236508	21591.01117	2860.002677
TCGA-AN-A0FS-01A-11R-A034-07	TCGA-AN-A0FS-01A-11R-A034-07T9900RG5_TINIT.mat	TCGA-AN-A0FS-01A-11R-A034-07T9900RG5.xml	231	0.99	0.05	0.928639	0.841411	0	0.256137	16563.49895	2301.864246
TCGA-AA-3877-01A-01R-1022-07	TCGA-AA-3877-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3877-01A-01R-1022-07T9900RG5.xml	389	0.99	0.05	0.929271	0.841191	0	0.248602	17611.57282	1936.25835
TCGA-DU-8167-01A-11R-2256-07	TCGA-DU-8167-01A-11R-2256-07T9900RG5_TINIT.mat	TCGA-DU-8167-01A-11R-2256-07T9900RG5.xml	772	0.99	0.05	0.928639	0.841014	0	0.203046	14460.1713	3009.734774
TCGA-AG-A032-01A-01R-A00A-07	TCGA-AG-A032-01A-01R-A00A-07T9900RG5_TINIT.mat	TCGA-AG-A032-01A-01R-A00A-07T9900RG5.xml	368	0.99	0.05	0.928639	0.84096	0	0.249844	15517.18888	2606.159309
TCGA-05-4424-01A-22R-1858-07	TCGA-05-4424-01A-22R-1858-07T9900RG5_TINIT.mat	TCGA-05-4424-01A-22R-1858-07T9900RG5.xml	566	0.99	0.05	0.923903	0.840843	0	0.261723	22706.72994	1891.333554
TCGA-AA-A010-01A-01R-A089-07	TCGA-AA-A010-01A-01R-A089-07T9900RG5_TINIT.mat	TCGA-AA-A010-01A-01R-A089-07T9900RG5.xml	401	0.99	0.05	0.926113	0.840827	0	0.339847	16146.04144	3029.597152
TCGA-CN-5356-01A-01R-1436-07	TCGA-CN-5356-01A-01R-1436-07T9900RG5_TINIT.mat	TCGA-CN-5356-01A-01R-1436-07T9900RG5.xml	134	0.99	0.05	0.926429	0.840546	0	0.333751	27547.33935	841.718143
TCGA-AO-A1KS-01A-11R-A13Q-07	TCGA-AO-A1KS-01A-11R-A13Q-07T9900RG5_TINIT.mat	TCGA-AO-A1KS-01A-11R-A13Q-07T9900RG5.xml	318	0.99	0.05	0.925797	0.840082	0	0.850521	24265.35885	1737.930183
TCGA-AA-3554-01A-01R-0826-07	TCGA-AA-3554-01A-01R-0826-07T9900RG5_TINIT.mat	TCGA-AA-3554-01A-01R-0826-07T9900RG5.xml	406	0.99	0.05	0.92706	0.840082	0	0.314268	25749.9888	2201.344283
TCGA-AA-3530-01A-01R-1022-07	TCGA-AA-3530-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3530-01A-01R-1022-07T9900RG5.xml	437	0.99	0.05	0.928008	0.840042	0	0.230077	24032.94017	1000.461747
TCGA-05-5715-01A-01R-1628-07	TCGA-05-5715-01A-01R-1628-07T9900RG5_TINIT.mat	TCGA-05-5715-01A-01R-1628-07T9900RG5.xml	603	0.99	0.05	0.92485	0.840039	0	0.210659	21993.28139	1415.725954
TCGA-CR-6481-01A-11R-1873-07	TCGA-CR-6481-01A-11R-1873-07T9900RG5_TINIT.mat	TCGA-CR-6481-01A-11R-1873-07T9900RG5.xml	148	0.99	0.05	0.92706	0.839866	0	0.268318	26314.70114	999.176483
TCGA-BH-A18M-01A-11R-A12D-07	TCGA-BH-A18M-01A-11R-A12D-07T9900RG5_TINIT.mat	TCGA-BH-A18M-01A-11R-A12D-07T9900RG5.xml	297	0.99	0.05	0.92485	0.839505	0	0.26936	22661.8665	1234.170844
TCGA-A2-A1G0-01A-11R-A13Q-07	TCGA-A2-A1G0-01A-11R-A13Q-07T9900RG5_TINIT.mat	TCGA-A2-A1G0-01A-11R-A13Q-07T9900RG5.xml	332	0.99	0.05	0.929902	0.839416	0	0.26738	25644.46805	1376.624326
TCGA-HZ-8001-01A-11R-2204-07	TCGA-HZ-8001-01A-11R-2204-07T9900RG5_TINIT.mat	TCGA-HZ-8001-01A-11R-2204-07T9900RG5.xml	934	0.99	0.05	0.933375	0.83937	0	0.219211	28421.31101	1553.764277
TCGA-AA-3869-01A-01R-1022-07	TCGA-AA-3869-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3869-01A-01R-1022-07T9900RG5.xml	387	0.99	0.05	0.926745	0.839272	0	0.247934	17348.1874	1689.060186
TCGA-BP-4170-01A-02R-1289-07	TCGA-BP-4170-01A-02R-1289-07T9900RG5_TINIT.mat	TCGA-BP-4170-01A-02R-1289-07T9900RG5.xml	921	0.99	0.05	0.933375	0.838785	0	0.220928	28902.15788	1299.104455
TCGA-06-0743-01A-01R-1849-01	TCGA-06-0743-01A-01R-1849-01T9900RG5_TINIT.mat	TCGA-06-0743-01A-01R-1849-01T9900RG5.xml	505	0.99	0.05	0.921377	0.838614	0	0.278373	11982.72864	2757.725772
TCGA-AA-3977-01A-01R-1022-07	TCGA-AA-3977-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3977-01A-01R-1022-07T9900RG5.xml	423	0.99	0.05	0.926745	0.838565	0	0.320102	29146.75154	646.554695
TCGA-05-4403-01A-01R-1206-07	TCGA-05-4403-01A-01R-1206-07T9900RG5_TINIT.mat	TCGA-05-4403-01A-01R-1206-07T9900RG5.xml	601	0.99	0.05	0.925482	0.838559	0	0.313022	22762.98944	1218.07659
TCGA-AA-3867-01A-01R-1022-07	TCGA-AA-3867-01A-01R-1022-07T9900RG5_TINIT.mat	TCGA-AA-3867-01A-01R-1022-07T9900RG5.xml	436	0.99	0.05	0.928008	0.838542	0	0.273627	15626.44302	3090.260781
TCGA-91-6828-01A-11R-1858-07	TCGA-91-6828-01A-11R-1858-07T9900RG5_TINIT.mat	TCGA-91-6828-01A-11R-1858-07T9900RG5.xml	614	0.99	0.05	0.924219	0.838393	0	0.27689	22277.0364	1814.045902
TCGA-39-5027-01A-21R-1820-07	TCGA-39-5027-01A-21R-1820-07T9900RG5_TINIT.mat	TCGA-39-5027-01A-21R-1820-07T9900RG5.xml	993	0.99	0.05	0.919166	0.838353	0	0.466596	22388.33066	3835.94864
TCGA-CV-7437-01A-21R-2132-07	TCGA-CV-7437-01A-21R-2132-07T9900RG5_TINIT.mat	TCGA-CV-7437-01A-21R-2132-07T9900RG5.xml	51	0.99	0.05	0.924534	0.838322	0	0.341588	26233.9616	2108.316841
TCGA-B8-4620-01A-02R-1325-07	TCGA-B8-4620-01A-02R-1325-07T9900RG5_TINIT.mat	TCGA-B8-4620-01A-02R-1325-07T9900RG5.xml	832	0.99	0.05	0.93527	0.838277	0	0.308261	31328.35415	3155.199899
TCGA-HT-7855-01A-11R-2403-07	TCGA-HT-7855-01A-11R-2403-07T9900RG5_TINIT.mat	TCGA-HT-7855-01A-11R-2403-07T9900RG5.xml	797	0.99	0.05	0.919166	0.838066	0	0.768555	22221.20825	2668.208345
TCGA-64-5815-01A-01R-1628-07	TCGA-64-5815-01A-01R-1628-07T9900RG5_TINIT.mat	TCGA-64-5815-01A-01R-1628-07T9900RG5.xml	593	0.99	0.05	0.925482	0.837707	0	0.317125	14948.992	3395.791606
TCGA-BP-5173-01A-01R-1426-07	TCGA-BP-5173-01A-01R-1426-07T9900RG5_TINIT.mat	TCGA-BP-5173-01A-01R-1426-07T9900RG5.xml	848	0.99	0.05	0.934007	0.837638	0	0.22022	31205.95801	1251.753875
TCGA-BH-A0AV-01A-31R-A115-07	TCGA-BH-A0AV-01A-31R-A115-07T9900RG5_TINIT.mat	TCGA-BH-A0AV-01A-31R-A115-07T9900RG5.xml	250	0.99	0.05	0.923587	0.837315	0	0.308302	21205.36752	1747.691485
TCGA-BA-6872-01A-11R-1873-07	TCGA-BA-6872-01A-11R-1873-07T9900RG5_TINIT.mat	TCGA-BA-6872-01A-11R-1873-07T9900RG5.xml	44	0.99	0.05	0.923271	0.837018	0	0.917632	25848.2175	4462.627566
TCGA-CJ-4920-01A-01R-1426-07	TCGA-CJ-4920-01A-01R-1426-07T9900RG5_TINIT.mat	TCGA-CJ-4920-01A-01R-1426-07T9900RG5.xml	923	0.99	0.05	0.936217	0.83657	0	0.297915	29318.50922	1574.976945
TCGA-A8-A096-01A-11R-A00Z-07	TCGA-A8-A096-01A-11R-A00Z-07T9900RG5_TINIT.mat	TCGA-A8-A096-01A-11R-A00Z-07T9900RG5.xml	336	0.99	0.05	0.923271	0.836355	0	0.254345	25670.36716	1149.053009
TCGA-B0-5693-01A-11R-1541-07	TCGA-B0-5693-01A-11R-1541-07T9900RG5_TINIT.mat	TCGA-B0-5693-01A-11R-1541-07T9900RG5.xml	897	0.99	0.05	0.934007	0.836234	0	0.179426	30083.17826	1545.522673
TCGA-44-6778-01A-11R-1858-07	TCGA-44-6778-01A-11R-1858-07T9900RG5_TINIT.mat	TCGA-44-6778-01A-11R-1858-07T9900RG5.xml	576	0.99	0.05	0.92706	0.836086	0	0.168527	15953.554	1928.491722
TCGA-CN-5370-01A-01R-2016-07	TCGA-CN-5370-01A-01R-2016-07T9900RG5_TINIT.mat	TCGA-CN-5370-01A-01R-2016-07T9900RG5.xml	104	0.99	0.05	0.926745	0.835835	0	0.192596	27068.92818	949.478377
TCGA-F2-6879-01A-11R-2156-07	TCGA-F2-6879-01A-11R-2156-07T9900RG5_TINIT.mat	TCGA-F2-6879-01A-11R-2156-07T9900RG5.xml	937	0.99	0.05	0.932428	0.835748	0	0.31011	15507.68233	3474.582437
TCGA-CV-7099-01A-41R-2016-07	TCGA-CV-7099-01A-41R-2016-07T9900RG5_TINIT.mat	TCGA-CV-7099-01A-41R-2016-07T9900RG5.xml	89	0.99	0.05	0.92485	0.835747	0	0.28096	22564.42671	1968.89388
